Word,Positive,Negative,Uncertainty
uncontrolled,0,1,0
uncorrected,0,1,0
uncover,0,1,0
uncovered,0,1,0
uncovering,0,1,0
uncovers,0,1,0
undecided,0,0,1
undefined,0,0,1
undeliverable,0,1,0
undelivered,0,1,0
undercapitalized,0,1,0
undercut,0,1,0
undercuts,0,1,0
undercutting,0,1,0
underestimate,0,1,0
underestimated,0,1,0
underestimates,0,1,0
underestimating,0,1,0
underestimation,0,1,0
underfunded,0,1,0
underinsured,0,1,0
undermine,0,1,0
undermined,0,1,0
undermines,0,1,0
undermining,0,1,0
underpaid,0,1,0
underpayment,0,1,0
underpayments,0,1,0
underpays,0,1,0
underperform,0,1,0
underperformance,0,1,0
underperformed,0,1,0
underperforming,0,1,0
underperforms,0,1,0
underproduced,0,1,0
underproduction,0,1,0
underreporting,0,1,0
understate,0,1,0
understated,0,1,0
understatement,0,1,0
understatements,0,1,0
understates,0,1,0
understating,0,1,0
underutilization,0,1,0
underutilized,0,1,0
undesignated,0,0,1
undesirable,0,1,0
undesired,0,1,0
undetectable,0,0,1
undetected,0,1,0
undeterminable,0,0,1
undetermined,0,1,1
undisclosed,0,1,0
undocumented,0,1,1
undue,0,1,0
unduly,0,1,0
uneconomic,0,1,0
uneconomical,0,1,0
uneconomically,0,1,0
unemployed,0,1,0
unemployment,0,1,0
unethical,0,1,0
unethically,0,1,0
unexcused,0,1,0
unexpected,0,1,1
unexpectedly,0,1,1
unfair,0,1,0
unfairly,0,1,0
unfamiliar,0,0,1
unfamiliarity,0,0,1
unfavorability,0,1,0
unfavorable,0,1,0
unfavorably,0,1,0
unfavourable,0,1,0
unfeasible,0,1,0
unfit,0,1,0
unfitness,0,1,0
unforecasted,0,0,1
unforeseeable,0,1,0
unforeseen,0,1,0
unforseen,0,1,1
unfortunate,0,1,0
unfortunately,0,1,0
unfounded,0,1,0
unfriendly,0,1,0
unfulfilled,0,1,0
unfunded,0,1,0
unguaranteed,0,0,1
unhedged,0,0,1
unidentifiable,0,0,1
unidentified,0,0,1
uninsured,0,1,0
unintended,0,1,0
unintentional,0,1,0
unintentionally,0,1,0
unjust,0,1,0
unjustifiable,0,1,0
unjustifiably,0,1,0
unjustified,0,1,0
unjustly,0,1,0
unknowing,0,1,0
unknowingly,0,1,0
unknown,0,0,1
unknowns,0,0,1
unlawful,0,1,0
unlawfully,0,1,0
unlicensed,0,1,0
unliquidated,0,1,0
unmarketable,0,1,0
unmatched,1,0,0
unmerchantable,0,1,0
unmeritorious,0,1,0
unnecessarily,0,1,0
unnecessary,0,1,0
unneeded,0,1,0
unobservable,0,0,1
unobtainable,0,1,0
unoccupied,0,1,0
unpaid,0,1,0
unparalleled,1,0,0
unperformed,0,1,0
unplanned,0,1,1
unpopular,0,1,0
unpredictability,0,1,1
unpredictable,0,1,1
unpredictably,0,1,1
unpredicted,0,1,1
unproductive,0,1,0
unprofitability,0,1,0
unprofitable,0,1,0
unproved,0,0,1
unproven,0,0,1
unqualified,0,1,0
unquantifiable,0,0,1
unquantified,0,0,1
unrealistic,0,1,0
unreasonable,0,1,0
unreasonableness,0,1,0
unreasonably,0,1,0
unreceptive,0,1,0
unreconciled,0,0,1
unrecoverable,0,1,0
unrecovered,0,1,0
unreimbursed,0,1,0
unreliable,0,1,0
unremedied,0,1,0
unreported,0,1,0
unresolved,0,1,0
unrest,0,1,0
unsafe,0,1,0
unsalable,0,1,0
unsaleable,0,1,0
unsatisfactory,0,1,0
unsatisfied,0,1,0
unsavory,0,1,0
unscheduled,0,1,0
unseasonable,0,0,1
unseasonably,0,0,1
unsellable,0,1,0
unsettled,0,0,1
unsold,0,1,0
unsound,0,1,0
unspecific,0,0,1
unspecified,0,0,1
unstabilized,0,1,0
unstable,0,1,0
unsubstantiated,0,1,0
unsuccessful,0,1,0
unsuccessfully,0,1,0
unsuitability,0,1,0
unsuitable,0,1,0
unsuitably,0,1,0
unsuited,0,1,0
unsure,0,1,0
unsurpassed,1,0,0
unsuspected,0,1,0
unsuspecting,0,1,0
unsustainable,0,1,0
untenable,0,1,0
untested,0,0,1
untimely,0,1,0
untrusted,0,1,0
untruth,0,1,0
untruthful,0,1,0
untruthfully,0,1,0
untruthfulness,0,1,0
untruths,0,1,0
unusable,0,1,0
unusual,0,0,1
unusually,0,0,1
unwanted,0,1,0
unwarranted,0,1,0
unwelcome,0,1,0
unwilling,0,1,0
unwillingness,0,1,0
unwritten,0,0,1
upset,0,1,0
upturn,1,0,0
upturns,1,0,0
urgency,0,1,0
urgent,0,1,0
usurious,0,1,0
usurp,0,1,0
usurped,0,1,0
usurping,0,1,0
usurps,0,1,0
usury,0,1,0
vagaries,0,0,1
vague,0,0,1
vaguely,0,0,1
vagueness,0,0,1
vaguenesses,0,0,1
vaguer,0,0,1
vaguest,0,0,1
valuable,1,0,0
vandalism,0,1,0
variability,0,0,1
variable,0,0,1
variables,0,0,1
variably,0,0,1
variance,0,0,1
variances,0,0,1
variant,0,0,1
variants,0,0,1
variation,0,0,1
variations,0,0,1
varied,0,0,1
varies,0,0,1
vary,0,0,1
varying,0,0,1
verdict,0,1,0
verdicts,0,1,0
versatile,1,0,0
versatility,1,0,0
vetoed,0,1,0
vibrancy,1,0,0
vibrant,1,0,0
victims,0,1,0
violate,0,1,0
violated,0,1,0
violates,0,1,0
violating,0,1,0
violation,0,1,0
violations,0,1,0
violative,0,1,0
violator,0,1,0
violators,0,1,0
violence,0,1,0
violent,0,1,0
violently,0,1,0
vitiate,0,1,0
vitiated,0,1,0
vitiates,0,1,0
vitiating,0,1,0
vitiation,0,1,0
voided,0,1,0
voiding,0,1,0
volatile,0,1,1
volatilities,0,0,1
volatility,0,1,1
vulnerabilities,0,1,0
vulnerability,0,1,0
vulnerable,0,1,0
vulnerably,0,1,0
warn,0,1,0
warned,0,1,0
warning,0,1,0
warnings,0,1,0
warns,0,1,0
wasted,0,1,0
wasteful,0,1,0
wasting,0,1,0
weak,0,1,0
weaken,0,1,0
weakened,0,1,0
weakening,0,1,0
weakens,0,1,0
weaker,0,1,0
weakest,0,1,0
weakly,0,1,0
weakness,0,1,0
weaknesses,0,1,0
willfully,0,1,0
win,1,0,0
winner,1,0,0
winners,1,0,0
winning,1,0,0
worries,0,1,0
worry,0,1,0
worrying,0,1,0
worse,0,1,0
worsen,0,1,0
worsened,0,1,0
worsening,0,1,0
worsens,0,1,0
worst,0,1,0
worthless,0,1,0
worthy,1,0,0
writedown,0,1,0
writedowns,0,1,0
writeoff,0,1,0
writeoffs,0,1,0
wrong,0,1,0
wrongdoing,0,1,0
wrongdoings,0,1,0
wrongful,0,1,0
wrongfully,0,1,0
wrongly,0,1,0
